,dog,cat,elephant,lion,tiger,dolphin,panda,giraffe,butterfly,squirrel
0,0.056396484375,0.09130859375,0.0021209716796875,0.0101318359375,0.0255126953125,-0.0003414154052734375,0.0308837890625,-0.01446533203125,0.0274658203125,-0.006011962890625
1,0.06982421875,0.10791015625,0.000858306884765625,0.0198974609375,0.02685546875,-0.0048828125,0.0228271484375,-0.0218505859375,0.0250244140625,-0.01171875
2,0.0654296875,0.107421875,0.00921630859375,0.0223388671875,0.037353515625,-0.001983642578125,0.0296630859375,-0.015380859375,0.0322265625,-0.006103515625
3,0.06689453125,0.103515625,0.01251220703125,0.01361083984375,0.03271484375,0.01287841796875,0.0322265625,-0.006927490234375,0.033935546875,0.0032196044921875
4,0.072265625,0.10595703125,0.0208740234375,0.028076171875,0.0277099609375,0.01068115234375,0.033203125,-0.00127410888671875,0.04052734375,0.01043701171875
5,0.06689453125,0.09619140625,0.0186767578125,0.02392578125,0.039794921875,0.014892578125,0.0361328125,-0.00567626953125,0.03564453125,0.0172119140625
6,0.064453125,0.09912109375,0.0164794921875,0.0189208984375,0.039306640625,0.00775146484375,0.0361328125,-0.0030517578125,0.03662109375,0.01141357421875
7,0.06103515625,0.10009765625,0.0098876953125,0.024658203125,0.041259765625,0.0186767578125,0.033203125,0.01318359375,0.041748046875,0.012451171875
8,0.058837890625,0.0908203125,0.0302734375,0.03515625,0.046630859375,0.01007080078125,0.035400390625,-0.01031494140625,0.036865234375,0.0093994140625
9,0.06494140625,0.1015625,0.0196533203125,0.0247802734375,0.04052734375,0.01458740234375,0.036865234375,0.01263427734375,0.037109375,0.009765625
00,0.056396484375,0.09130859375,0.0021209716796875,0.0101318359375,0.0255126953125,-0.0003414154052734375,0.0308837890625,-0.01446533203125,0.0274658203125,-0.006011962890625
01,0.06298828125,0.099609375,0.00148773193359375,0.0150146484375,0.026123046875,-0.0026092529296875,0.02685546875,-0.0181884765625,0.0262451171875,-0.00885009765625
02,0.06103515625,0.099609375,0.00567626953125,0.0162353515625,0.031494140625,-0.00115966796875,0.0302734375,-0.014892578125,0.02978515625,-0.00604248046875
03,0.0615234375,0.09765625,0.00732421875,0.0118408203125,0.029052734375,0.006256103515625,0.031494140625,-0.01068115234375,0.03076171875,-0.00139617919921875
04,0.064453125,0.0986328125,0.011474609375,0.01904296875,0.026611328125,0.005157470703125,0.031982421875,-0.00787353515625,0.033935546875,0.0022125244140625
05,0.0615234375,0.09375,0.0103759765625,0.01708984375,0.03271484375,0.00726318359375,0.033447265625,-0.01007080078125,0.031494140625,0.005615234375
