,dog,cat,elephant,lion,tiger,dolphin,panda,giraffe,butterfly,squirrel
501,6.5,7.5,6.5,17.5,13.5,0.5,4.5,6.5,16.5,15.5
502,6.5,9.5,3.5,14.5,14.5,0.5,5.5,6.5,18.5,14.5
503,4.5,10.5,3.5,12.5,13.5,1.5,5.5,4.5,16.5,13.5
504,6.5,9.5,5.5,15.5,13.5,0.5,6.5,7.5,18.5,16.5
505,5.5,7.5,4.5,14.5,13.5,1.5,3.5,6.5,19.5,13.5
506,5.5,7.5,4.5,14.5,12.5,0.5,3.5,6.5,19.5,14.5
507,2.5,6.5,2.5,12.5,12.5,-1.5,1.5,3.5,16.5,12.5
508,4.5,8.5,4.5,14.5,13.5,0.5,3.5,5.5,19.5,13.5
509,5.5,9.5,3.5,14.5,12.5,-0.5,3.5,5.5,16.5,13.5
510,3.5,9.5,5.5,16.5,12.5,1.5,4.5,6.5,16.5,16.5
511,1.5,7.5,2.5,12.5,10.5,-3.5,2.5,4.5,13.5,14.5
512,6.5,8.5,7.5,14.5,12.5,-0.5,6.5,7.5,16.5,17.5
513,0.5,11.5,1.5,14.5,12.5,-3.5,2.5,3.5,12.5,14.5
514,4.5,9.5,4.5,15.5,12.5,-1.5,4.5,6.5,16.5,17.5
515,2.5,8.5,5.5,15.5,13.5,0.5,3.5,7.5,16.5,14.5
516,5.5,10.5,6.5,15.5,13.5,-0.5,3.5,8.5,18.5,16.5
